Day	Environment	Os	Campaign ID	Campaign Optimization	Campaign Type	Context IDs Eligible	Number of displays	Number of clicks	Criteo Revenue	Criteo Cost
2019-10-17	web	Android	181696	Install Optimization	APP INSTALL	2-10	22206	397	25.72936709205248	14.011585655674942
2019-10-20	web	Android	181696	Install Optimization	APP INSTALL	2-10	15194	304	18.868618885574868	9.986413272053895
2019-11-03	app	Android	181696	Install Optimization	APP INSTALL	2-10	0	0	0.0	0.0
2019-10-07	web	iOS	181696	Install Optimization	APP INSTALL	2-10	29	0	0.0	0.0
2019-11-10	app	Android	181696	Install Optimization	APP INSTALL	2-10	0	0	0.0	0.0
2019-10-26	web	Unknown	181696	Install Optimization	APP INSTALL	2-10	0	1	0.0	0.0
2019-10-15	web	Mac OS	181696	Install Optimization	APP INSTALL	2-10	1	0	7.216600328683853e-05	9.999999776482582e-06
2020-01-01	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	263	1	0.11999999731779099	0.05234778272071487
2020-01-13	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	344	0	0.0009196550101041793	0.07721708553858636
2020-01-22	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3057	21	3.150000125169754	0.8126292154044297
2019-12-27	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	215	2	0.05999999865889549	0.039203357217424975
2020-01-03	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6	0	0.0	0.0008653519298664547
2019-12-27	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	132	0	0.0	0.019066544921245775
2020-01-16	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3169	3	0.6599999964237213	0.818183935946345
2020-01-13	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1535	13	2.2117413952574134	0.23775321827193363
2019-12-30	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4615	11	1.540000006556511	0.9781572377850472
2020-01-14	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1008	0	0.0	0.7861353255810231
2020-01-23	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1915	0	0.0	0.34939031796891573
2020-01-28	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4264	3	0.45000001788139343	0.8770520318679431
2020-01-26	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3411	18	2.7000001072883606	0.4650470892891435
2020-01-12	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1	0	6.806699931621552e-05	2.99490001052618e-05
2019-12-31	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1482	3	0.42000000178813934	0.25304378949354545
2020-01-09	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-16	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1529	7	1.5399999916553497	0.38093464855103343
2020-01-15	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3645	8	1.7599999904632568	0.9700478594271541
2020-01-27	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4559	15	2.250000089406967	0.9695541547364688
2020-01-24	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	26192	36	5.400000214576721	5.680748237892722
2019-12-28	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	607	3	0.17999999597668648	0.11878451183924876
2020-01-18	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	514	1	0.15000000596046448	0.12292847054315799
2020-01-20	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5713	14	2.1000000834465027	1.5837754701861892
2020-01-20	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6545	5	0.7500000298023224	1.5197109774831357
2020-01-19	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5899	57	8.550000339746475	2.1458901009647944
2020-01-15	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1298	5	1.0999999940395355	0.33441675353126954
2019-12-29	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1007	7	0.9800000041723251	0.19589659179327962
2020-01-05	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-23	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3101	28	4.200000166893005	0.7604323754918345
2020-01-29	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1272	0	0.0	0.6375279666198194
2020-01-13	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	826	18	3.0602607311904433	0.15995143734382586
2020-01-25	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	506	0	0.0	0.2453230054145677
2020-01-18	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	67702	144	21.600000858306885	19.128595781070644
2019-12-30	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2928	3	0.42000000178813934	0.4842355595442861
2020-01-21	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3134	5	0.7500000298023224	0.6880269012768104
2020-01-30	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2720	11	1.6500000655651093	0.6524600151561674
2020-01-30	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	994	1	0.15000000596046448	0.2266480304310317
2019-12-29	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3151	28	3.7600000128149986	0.6239713996607499
2019-12-31	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	775	1	0.11999999731779099	0.32360722025202193
2020-01-29	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	225	0	0.0	0.048241463247192876
2020-01-06	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-24	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	554	2	0.30000001192092896	0.2162053670363145
2020-01-12	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	8	0	0.0012674240246415137	0.0006854793848007897
2019-12-27	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	345	3	0.11999999731779099	0.04437668674163679
2020-01-03	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	148	0	0.0	0.028579816576284046
2020-01-02	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2358	9	1.0799999758601189	0.4721413516231157
2019-12-30	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	316	1	0.14000000059604645	0.061207229871614574
2020-01-16	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3297	46	10.119999945163727	1.2784470414456413
2020-01-30	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3316	24	3.6000001430511475	0.8514474128830196
2019-12-31	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	14135	31	4.0199999660253525	2.7981029323538285
2020-01-17	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5912	39	6.970000118017197	2.42456419036885
2020-01-17	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	592	3	0.6599999964237213	0.14702064218255978
2019-12-27	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	33	0	0.0	0.001872910460626136
2020-01-16	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	228	0	0.0	0.059891206335303995
2020-01-24	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3434	15	2.250000089406967	0.7904065363128951
2020-01-04	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-11	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2019-12-28	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	458	3	0.17999999597668648	0.09260378733745049
2020-01-15	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	275	4	0.8799999952316284	0.06328108578303107
2019-12-30	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6917	65	9.100000038743019	1.6699760307755784
2020-01-21	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	850	0	0.0	0.4118163880020943
2020-01-16	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3760	20	4.399999976158142	0.8884208741919086
2019-12-29	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	897	1	0.14000000059604645	0.11999061643870933
2019-12-29	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1584	3	0.3399999998509884	0.2793201209957634
2020-01-19	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	331	5	0.7500000298023224	0.053860701729242275
2020-01-17	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	55482	70	12.81000018119812	16.106750723301943
2020-01-26	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	733	0	0.0	0.2135251109974021
2020-01-29	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4232	9	1.3500000536441803	0.9832212737042277
2020-01-17	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6018	18	3.3300000429153442	1.6407316567409909
2020-01-25	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1013	1	0.15000000596046448	0.2672174845680978
2020-01-01	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2329	5	0.5999999865889549	0.39805874613494635
2020-01-01	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6755	46	5.519999876618385	2.1782833946721283
2020-01-18	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2974	14	2.1000000834465027	0.7776683039434162
2019-12-28	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	785	10	0.5999999865889549	0.1640561341002741
2020-01-22	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	521	0	0.0	0.21282080033091635
2019-12-27	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	42	0	0.0	0.011638807642417264
2020-01-21	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	36913	44	6.600000262260437	10.130484885153445
2020-01-21	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4867	33	4.950000196695328	1.54998780782556
2019-12-29	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5983	11	1.540000006556511	0.8847697733695437
2020-01-02	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6839	22	2.6399999409914017	1.3433241144753136
2019-12-31	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1780	3	0.42000000178813934	0.3351778209675367
2019-12-29	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	126	1	0.14000000059604645	0.01190390529283486
2020-01-26	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1105	5	0.7500000298023224	0.2518882019361201
2020-01-29	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	47552	52	7.800000309944153	11.793203064794652
2020-01-29	other	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1	0	0.0	3.5749395929868914e-05
2020-01-01	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	852	0	0.0	0.40994564386906696
2020-01-01	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	7736	60	7.199999839067459	1.8201614748470467
2020-01-25	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3210	13	1.9500000774860382	0.47462014711493794
2020-01-22	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2128	10	1.5000000596046448	0.287874605183098
2020-01-22	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	219	0	0.0	0.056575012801575626
2020-01-20	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1965	5	0.7500000298023224	0.5076845393550181
2020-01-14	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1596	5	1.0	0.3663410825722613
2020-01-23	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	500	0	0.0	0.19419963321941358
2020-01-26	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4008	26	3.9000001549720764	0.7940919520766452
2020-01-02	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	428	1	0.11999999731779099	0.06773690799726872
2020-01-03	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	367	0	0.0005353899896144868	0.04957852508074606
2020-01-01	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6762	13	1.5599999651312828	1.4123611951168935
2020-01-13	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	177	0	0.0	0.08032061558689223
2019-12-27	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1077	1	0.029999999329447746	0.18385452732894447
2020-01-02	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	28947	58	6.959999844431877	6.047585853346139
2020-01-19	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5526	20	3.0000001192092896	1.4427872725835038
2020-01-19	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	51256	76	11.4000004529953	15.040135968698909
2020-01-15	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	28922	60	13.199999928474426	8.258168687176719
2020-01-16	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	34520	53	11.659999936819077	9.8466328070754
2020-01-14	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4593	19	4.009999990463257	1.0677124026931744
2020-01-30	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2254	6	0.9000000357627869	0.45985154871926626
2020-01-28	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1291	0	0.0	0.6829128380651189
2020-01-20	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	321	1	0.15000000596046448	0.08413655460297606
2020-01-20	other	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1	0	0.0	0.0007686120424569799
2020-01-30	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	857	0	0.0	0.3755255247399786
2020-01-12	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3	0	0.0004185699969530105	0.000232371083532414
2020-01-27	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1580	7	1.0500000417232513	0.39196458503551457
2020-01-27	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1236	0	0.0	0.6187995141340555
2019-12-28	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	329	0	0.0	0.0530732966467156
2020-01-27	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	241	0	0.0	0.048699349317950044
2020-01-24	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	136	1	0.15000000596046448	0.020219839427567568
2020-01-10	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-12	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-21	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3118	20	3.0000001192092896	0.7097592769734986
2020-01-28	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3924	13	1.9500000774860382	0.8806447936452458
2020-01-17	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6198	28	5.460000038146973	1.7303612890879059
2020-01-23	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	850	1	0.15000000596046448	0.18172478540144976
2020-01-17	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1990	0	0.0	1.4438164762935448
2020-01-29	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1283	4	0.6000000238418579	0.28416262622431787
2020-01-29	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3898	28	4.200000166893005	0.747944855792487
2020-01-24	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2337	11	1.6500000655651093	0.3440902989623605
2020-01-24	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2422	5	0.7500000298023224	0.4035592082496036
2020-01-13	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1021	2	0.3411990305930376	0.2142493628186479
2020-01-02	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6509	61	7.31999983638525	1.9499948485049834
2019-12-30	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	20711	23	3.2200000137090683	4.0983850911069615
2020-01-14	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	317	1	0.2199999988079071	0.06683243878729343
2020-01-28	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4716	25	3.750000149011612	0.8432439372344013
2019-12-31	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4144	40	5.179999954998493	1.3766493543351745
2020-01-27	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3677	16	2.4000000953674316	0.6598778196963205
2020-01-16	other	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1	0	0.0	0.0011171686477790686
2019-12-28	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	126	0	0.0	0.026104743031670916
2019-12-29	app	Android	196137	Visit Optimization	INAPP	2-10	104919	529	35.73337279507332	21.350787741965075
2020-01-18	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5519	15	2.250000089406967	1.287850044672297
2020-01-18	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2096	2	0.30000001192092896	1.139175571547516
2020-01-18	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	9220	53	7.950000315904617	2.961122023232984
2019-12-28	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	91	0	0.0	0.014079816331728029
2020-01-22	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1927	3	0.45000001788139343	0.4338113273846451
2020-01-20	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	6592	35	5.250000208616257	2.3696624470489347
2020-01-19	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1518	3	0.45000001788139343	0.8823538594479473
2020-01-19	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4637	7	1.0500000417232513	1.2907543554782286
2019-12-30	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	922	0	0.0	0.3017035918800192
2020-01-23	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2322	12	1.8000000715255737	0.4051425877145085
2020-01-05	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2020-01-03	web	Other	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	16	0	0.0	0.005212593124006621
2020-01-27	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5058	33	4.950000196695328	1.316695655264721
2020-01-24	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	763	4	0.6000000238418579	0.17191799189301818
2020-01-25	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3825	20	3.0000001192092896	0.9984148745680598
2020-01-25	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	1681	2	0.30000001192092896	0.33333608032715945
2020-01-25	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3018	5	0.7500000298023224	0.6732669793180337
2020-01-01	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	17255	31	3.7199999168515205	3.822214565339701
2019-12-27	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	114	1	0.029999999329447746	0.02051064632169426
2020-01-20	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	5483	54	8.100000321865082	1.188267202010061
2020-01-20	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	76415	112	16.80000066757202	21.586920818005602
2020-01-14	web	Mac OS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2825	2	0.39000000059604645	0.5812830870610175
2020-01-14	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	3591	26	5.240000009536743	1.0833097216817822
2020-01-30	web	Windows	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	29433	40	6.000000238418579	6.773118089786463
2019-12-29	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2271	19	2.6600000113248825	0.6176060924635285
2020-01-28	app	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4960	24	3.6000001430511475	1.341986201795963
2020-01-17	web	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	2455	4	0.8100000023841858	0.6493719403925088
2020-01-03	web	Android	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	199	1	0.12052804331481456	0.03279840923819765
2019-12-31	web	Unknown	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	239	0	0.0	0.0385525818916413
2019-12-31	app	iOS	203944	Conversion Optimization	MID FUNNEL CUSTOM	0-10	4050	33	4.239999957382679	0.9499403282436966
